FakeNN JSON Name,core0,core1,core2,core3,core4,core5,core6,core7,dma,Kernel Time
128x128x96w128-8-8,275675,275685,275683,275690,275687,275709,275697,275703,280077,275716
128x128x96w16-32-32,255284,255271,255291,255311,255299,255320,255321,255303,258987,255329
128x128x96w16-64-16,264755,264684,264735,264769,264770,264781,264787,264760,268491,264795
128x128x96w32-16-32,236740,236750,236748,236755,236775,236759,236756,236773,240554,236781
128x128x96w32-32-16,263134,263099,263144,263121,263137,263146,263162,263122,266899,263170
128x128x96w32-32-24,250791,250793,250810,250832,250807,250849,250849,250841,254751,250851
128x128x96w32-32-32,240887,240859,240839,240888,240870,240908,240914,240912,244930,240922
128x128x96w64-16-12,253359,253370,253370,253375,253392,253389,253386,253401,257254,253404
128x128x96w64-16-16,241265,241261,241255,241282,241263,241292,241272,241256,245206,241300
128x128x96w8-128-8,302709,302703,302685,302742,302732,302667,302679,302731,306289,302746
