FakeNN JSON Name,core0,core1,core2,core3,core4,core5,core6,core7,dma,Kernel Time
96x128x128w12-64-16,334167,334125,334130,334174,333042,333027,333060,333060,337729,334180
96x128x128w16-16-64,233115,233105,233126,233118,233115,233137,233128,233112,236869,233145
96x128x128w16-32-32,256496,256513,256517,256528,256534,256530,256529,256510,260206,256541
96x128x128w16-64-16,264156,264132,264156,264164,264104,264172,264154,264155,267831,264179
96x128x128w24-32-32,245271,245239,245251,245278,245286,245286,245295,245296,249148,245298
96x128x128w32-16-32,236744,236741,236737,236743,236721,236731,236757,236733,240510,236758
96x128x128w32-32-16,262681,262642,262686,262671,262651,262696,262701,262693,266370,262704
96x128x128w32-32-32,241931,241948,241898,241932,241938,241973,241963,241972,245920,241981
96x128x128w8-128-8,301787,301764,301794,301805,301811,301754,301788,301807,305345,301818
96x128x128w8-8-128,234426,234440,234431,234450,234445,234456,234455,234442,237935,234457
