FakeNN JSON Name,core0,core1,core2,core3,core4,core5,core6,core7,dma,Kernel Time
128x128x64w128-8-8,183800,183778,183796,183804,183771,183809,183798,183811,188095,183817
128x128x64w16-16-64,147527,147529,147530,147537,147536,147538,147524,147534,150969,147539
128x128x64w16-32-32,169621,169612,169565,169605,169587,169638,169613,169618,173259,169639
128x128x64w16-64-16,174757,174781,174767,174790,174799,174798,174798,174750,178467,174807
128x128x64w32-16-32,156668,156648,156662,156671,156685,156673,156711,156681,160463,156712
128x128x64w32-32-16,174094,174118,174104,174127,174136,174127,174135,174087,177822,174143
128x128x64w32-32-32,159536,159517,159526,159552,159552,159579,159592,159584,163548,159593
128x128x64w64-16-16,159928,159931,159931,159937,159952,159971,159965,159976,163894,159979
128x128x64w64-8-16,174904,174899,174899,174880,174878,174889,174895,174897,178675,174907
128x128x64w8-128-8,201058,200998,201075,201091,201083,201101,201109,201093,204647,201110
