FakeNN JSON Name,core0,core1,core2,core3,core4,core5,core6,core7,dma,Kernel Time
128x144x128w16-16-64,351667,351657,351662,351642,351662,351658,351671,351658,355452,351673
128x144x128w32-24-32,338435,338440,338438,338468,338454,338475,338451,338449,342449,338476
