FakeNN JSON Name,Global Sim E2E_cc_0,Core Complex E2E_cc_0,Sum Region Cycles_cc_0,Before Computation_cc_0,After Computation_cc_0,core0,Overlap Stall Time_cc_0,Raw Compute Time_cc_0,Sum Raw Compute + Overlap Stall_cc_0,Sum Compute+Stall+Pro+Epi_cc_0,cc_tiles_cc_0,Global Sim E2E_cc_1,Core Complex E2E_cc_1,Sum Region Cycles_cc_1,Before Computation_cc_1,After Computation_cc_1,core1,Overlap Stall Time_cc_1,Raw Compute Time_cc_1,Sum Raw Compute + Overlap Stall_cc_1,Sum Compute+Stall+Pro+Epi_cc_1,cc_tiles_cc_1,Global Sim E2E_cc_2,Core Complex E2E_cc_2,Sum Region Cycles_cc_2,Before Computation_cc_2,After Computation_cc_2,core2,Overlap Stall Time_cc_2,Raw Compute Time_cc_2,Sum Raw Compute + Overlap Stall_cc_2,Sum Compute+Stall+Pro+Epi_cc_2,cc_tiles_cc_2,Global Sim E2E_cc_3,Core Complex E2E_cc_3,Sum Region Cycles_cc_3,Before Computation_cc_3,After Computation_cc_3,core3,Overlap Stall Time_cc_3,Raw Compute Time_cc_3,Sum Raw Compute + Overlap Stall_cc_3,Sum Compute+Stall+Pro+Epi_cc_3,cc_tiles_cc_3,Global Sim E2E_cc_4,Core Complex E2E_cc_4,Sum Region Cycles_cc_4,Before Computation_cc_4,After Computation_cc_4,core4,Overlap Stall Time_cc_4,Raw Compute Time_cc_4,Sum Raw Compute + Overlap Stall_cc_4,Sum Compute+Stall+Pro+Epi_cc_4,cc_tiles_cc_4,Global Sim E2E_cc_5,Core Complex E2E_cc_5,Sum Region Cycles_cc_5,Before Computation_cc_5,After Computation_cc_5,core5,Overlap Stall Time_cc_5,Raw Compute Time_cc_5,Sum Raw Compute + Overlap Stall_cc_5,Sum Compute+Stall+Pro+Epi_cc_5,cc_tiles_cc_5,Global Sim E2E_cc_6,Core Complex E2E_cc_6,Sum Region Cycles_cc_6,Before Computation_cc_6,After Computation_cc_6,core6,Overlap Stall Time_cc_6,Raw Compute Time_cc_6,Sum Raw Compute + Overlap Stall_cc_6,Sum Compute+Stall+Pro+Epi_cc_6,cc_tiles_cc_6,Global Sim E2E_cc_7,Core Complex E2E_cc_7,Sum Region Cycles_cc_7,Before Computation_cc_7,After Computation_cc_7,core7,Overlap Stall Time_cc_7,Raw Compute Time_cc_7,Sum Raw Compute + Overlap Stall_cc_7,Sum Compute+Stall+Pro+Epi_cc_7,cc_tiles_cc_7,Kernel Time,dma,Global Sim E2E_dma,Total CC Tiles,Overlap Stall Time Total,Raw Compute Time Total,Diff from dma E2E_cc_0,Sum Regions - Core Complex E2E_cc_0,Diff from dma E2E_cc_1,Sum Regions - Core Complex E2E_cc_1,Diff from dma E2E_cc_2,Sum Regions - Core Complex E2E_cc_2,Diff from dma E2E_cc_3,Sum Regions - Core Complex E2E_cc_3,Diff from dma E2E_cc_4,Sum Regions - Core Complex E2E_cc_4,Diff from dma E2E_cc_5,Sum Regions - Core Complex E2E_cc_5,Diff from dma E2E_cc_6,Sum Regions - Core Complex E2E_cc_6,Diff from dma E2E_cc_7,Sum Regions - Core Complex E2E_cc_7
384x384x384w23-32-32,9208821.0,9208821.0,9206373.0,3578.0,438.0,9204804.0,672926.0,8529431.0,9202357.0,9206373.0,2448.0,9208813.0,9208813.0,9206365.0,3578.0,422.0,9204812.0,679797.0,8522568.0,9202365.0,9206365.0,2448.0,9208812.0,9208812.0,9206364.0,3570.0,447.0,9204794.0,670328.0,8532019.0,9202347.0,9206364.0,2448.0,9208811.0,9208811.0,9206363.0,3570.0,434.0,9204806.0,627810.0,8574549.0,9202359.0,9206363.0,2448.0,9208808.0,9208808.0,9206360.0,3568.0,411.0,9204828.0,646403.0,8555978.0,9202381.0,9206360.0,2448.0,9208807.0,9208807.0,9206359.0,3568.0,415.0,9204823.0,605946.0,8596430.0,9202376.0,9206359.0,2448.0,9208806.0,9208806.0,9206358.0,3568.0,425.0,9204812.0,599690.0,8602675.0,9202365.0,9206358.0,2448.0,9208805.0,9208805.0,9206357.0,3568.0,418.0,9204818.0,3220392.0,5981979.0,9202371.0,9206357.0,2448.0,9204830.0,9208802.0,9208802.0,19584.0,7723292.0,65895629.0,19.0,19.0,11.0,11.0,10.0,10.0,9.0,9.0,6.0,6.0,5.0,5.0,4.0,4.0,3.0,3.0
384x384x384w24-32-30,8968741.0,8968741.0,8966245.0,3634.0,552.0,8964554.0,709303.0,8252756.0,8962059.0,8966245.0,2496.0,8968733.0,8968733.0,8966237.0,3634.0,546.0,8964552.0,719690.0,8242367.0,8962057.0,8966237.0,2496.0,8968732.0,8968732.0,8966236.0,3626.0,541.0,8964564.0,721671.0,8240398.0,8962069.0,8966236.0,2496.0,8968731.0,8968731.0,8966235.0,3626.0,509.0,8964595.0,679201.0,8282899.0,8962100.0,8966235.0,2496.0,8968728.0,8968728.0,8966232.0,3624.0,553.0,8964550.0,690955.0,8271100.0,8962055.0,8966232.0,2496.0,8968727.0,8968727.0,8966231.0,3624.0,496.0,8964606.0,661410.0,8300701.0,8962111.0,8966231.0,2496.0,8968726.0,8968726.0,8966230.0,3624.0,498.0,8964603.0,680252.0,8281856.0,8962108.0,8966230.0,2496.0,8968725.0,8968725.0,8966229.0,3624.0,556.0,8964544.0,680842.0,8281207.0,8962049.0,8966229.0,2496.0,8964609.0,8968722.0,8968722.0,19968.0,5543324.0,66153284.0,19.0,19.0,11.0,11.0,10.0,10.0,9.0,9.0,6.0,6.0,5.0,5.0,4.0,4.0,3.0,3.0
384x384x384w24-32-31,8949347.0,8949347.0,8946851.0,3636.0,561.0,8945149.0,720147.0,8222507.0,8942654.0,8946851.0,2496.0,8949339.0,8949339.0,8946843.0,3636.0,535.0,8945167.0,723832.0,8218840.0,8942672.0,8946843.0,2496.0,8949338.0,8949338.0,8946842.0,3628.0,519.0,8945190.0,721427.0,8221268.0,8942695.0,8946842.0,2496.0,8949337.0,8949337.0,8946841.0,3628.0,557.0,8945151.0,670918.0,8271738.0,8942656.0,8946841.0,2496.0,8949334.0,8949334.0,8946838.0,3626.0,507.0,8945200.0,692925.0,8249780.0,8942705.0,8946838.0,2496.0,8949333.0,8949333.0,8946837.0,3626.0,497.0,8945209.0,657753.0,8284961.0,8942714.0,8946837.0,2496.0,8949332.0,8949332.0,8946836.0,3626.0,506.0,8945199.0,680893.0,8261811.0,8942704.0,8946836.0,2496.0,8949331.0,8949331.0,8946835.0,3626.0,500.0,8945204.0,691664.0,8251045.0,8942709.0,8946835.0,2496.0,8945212.0,8949328.0,8949328.0,19968.0,5559559.0,65981950.0,19.0,19.0,11.0,11.0,10.0,10.0,9.0,9.0,6.0,6.0,5.0,5.0,4.0,4.0,3.0,3.0
384x384x384w25-32-31,11081949.0,11081949.0,11079453.0,3745.0,429.0,11077774.0,689255.0,10386024.0,11075279.0,11079453.0,2496.0,11081942.0,11081942.0,11079446.0,3745.0,841.0,11077355.0,3123622.0,7951238.0,11074860.0,11079446.0,2496.0,11081941.0,11081941.0,11079445.0,3745.0,840.0,11077355.0,3120947.0,7953913.0,11074860.0,11079445.0,2496.0,11081940.0,11081940.0,11079444.0,3745.0,866.0,11077328.0,3089090.0,7985743.0,11074833.0,11079444.0,2496.0,11081937.0,11081937.0,11079441.0,3743.0,830.0,11077363.0,3097393.0,7977475.0,11074868.0,11079441.0,2496.0,11081936.0,11081936.0,11079440.0,3743.0,819.0,11077373.0,3061584.0,8013294.0,11074878.0,11079440.0,2496.0,11081935.0,11081935.0,11079439.0,3743.0,812.0,11077379.0,3075883.0,7999001.0,11074884.0,11079439.0,2496.0,11081934.0,11081934.0,11079438.0,3735.0,821.0,11077377.0,3080987.0,7993895.0,11074882.0,11079438.0,2496.0,11077775.0,11081931.0,11081931.0,19968.0,22338761.0,66260583.0,18.0,18.0,11.0,11.0,10.0,10.0,9.0,9.0,6.0,6.0,5.0,5.0,4.0,4.0,3.0,3.0
384x384x384w25-32-32,10997885.0,10997885.0,10995581.0,3596.0,364.0,10993924.0,572668.0,10418953.0,10991621.0,10995581.0,2304.0,10997888.0,10997888.0,10995584.0,3596.0,1431.0,10992860.0,3013281.0,7977276.0,10990557.0,10995584.0,2304.0,10997887.0,10997887.0,10995583.0,3588.0,1422.0,10992876.0,3008406.0,7982167.0,10990573.0,10995583.0,2304.0,10997886.0,10997886.0,10995582.0,3588.0,1421.0,10992876.0,2968910.0,8021663.0,10990573.0,10995582.0,2304.0,10997883.0,10997883.0,10995579.0,3586.0,1420.0,10992876.0,2977160.0,8013413.0,10990573.0,10995579.0,2304.0,10997882.0,10997882.0,10995578.0,3586.0,1417.0,10992878.0,2932002.0,8058573.0,10990575.0,10995578.0,2304.0,10997881.0,10997881.0,10995577.0,3586.0,1443.0,10992851.0,2959409.0,8031139.0,10990548.0,10995577.0,2304.0,10997880.0,10997880.0,10995576.0,3586.0,1442.0,10992851.0,2956350.0,8034198.0,10990548.0,10995576.0,2304.0,10993930.0,10997877.0,10997877.0,18432.0,21388186.0,66537382.0,8.0,8.0,11.0,11.0,10.0,10.0,9.0,9.0,6.0,6.0,5.0,5.0,4.0,4.0,3.0,3.0
384x384x384w26-24-39,9915679.0,9915679.0,9913279.0,3736.0,466.0,9911476.0,699761.0,9209316.0,9909077.0,9913279.0,2400.0,9915667.0,9915667.0,9913267.0,3728.0,444.0,9911494.0,694907.0,9214188.0,9909095.0,9913267.0,2400.0,9915667.0,9915667.0,9913267.0,3728.0,453.0,9911485.0,2832294.0,7076792.0,9909086.0,9913267.0,2400.0,9915667.0,9915667.0,9913267.0,3728.0,441.0,9911497.0,2804783.0,7104315.0,9909098.0,9913267.0,2400.0,9915665.0,9915665.0,9913265.0,3726.0,1265.0,9910673.0,2966754.0,6941520.0,9908274.0,9913265.0,2400.0,9915665.0,9915665.0,9913265.0,3726.0,1284.0,9910654.0,2932607.0,6975648.0,9908255.0,9913265.0,2400.0,9915665.0,9915665.0,9913265.0,3726.0,1262.0,9910676.0,2937179.0,6971098.0,9908277.0,9913265.0,2400.0,9915657.0,9915657.0,9913257.0,3726.0,1265.0,9910665.0,2943290.0,6964976.0,9908266.0,9913257.0,2400.0,9911499.0,9915655.0,9915655.0,19200.0,18811575.0,60457853.0,24.0,24.0,12.0,12.0,12.0,12.0,12.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,2.0
384x384x384w26-32-30,10538269.0,10538269.0,10535929.0,3733.0,497.0,10534038.0,646809.0,9884890.0,10531699.0,10535929.0,2340.0,10538251.0,10538251.0,10535911.0,3725.0,478.0,10534047.0,667572.0,9864136.0,10531708.0,10535911.0,2340.0,10538252.0,10538252.0,10535912.0,3725.0,498.0,10534028.0,2810167.0,7721522.0,10531689.0,10535912.0,2340.0,10538250.0,10538250.0,10535910.0,3725.0,500.0,10534024.0,2769915.0,7761770.0,10531685.0,10535910.0,2340.0,10538249.0,10538249.0,10535909.0,3723.0,1316.0,10533209.0,2929429.0,7601441.0,10530870.0,10535909.0,2340.0,10538249.0,10538249.0,10535909.0,3723.0,1322.0,10533203.0,2904133.0,7626731.0,10530864.0,10535909.0,2340.0,10538249.0,10538249.0,10535909.0,3723.0,1304.0,10533221.0,2913130.0,7617752.0,10530882.0,10535909.0,2340.0,10538249.0,10538249.0,10535909.0,3723.0,1298.0,10533227.0,2910233.0,7620655.0,10530888.0,10535909.0,2340.0,10534047.0,10538247.0,10538247.0,18720.0,18551388.0,65698897.0,22.0,22.0,4.0,4.0,5.0,5.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
384x384x384w26-32-31,10555089.0,10555089.0,10552749.0,3741.0,498.0,10550849.0,652919.0,9895591.0,10548510.0,10552749.0,2340.0,10555075.0,10555075.0,10552735.0,3733.0,502.0,10550839.0,652090.0,9896410.0,10548500.0,10552735.0,2340.0,10555076.0,10555076.0,10552736.0,3733.0,480.0,10550862.0,2793573.0,7754950.0,10548523.0,10552736.0,2340.0,10555074.0,10555074.0,10552734.0,3733.0,523.0,10550817.0,2749366.0,7799112.0,10548478.0,10552734.0,2340.0,10555073.0,10555073.0,10552733.0,3731.0,927.0,10550414.0,2920852.0,7627223.0,10548075.0,10552733.0,2340.0,10555073.0,10555073.0,10552733.0,3731.0,909.0,10550432.0,2883300.0,7664793.0,10548093.0,10552733.0,2340.0,10555073.0,10555073.0,10552733.0,3731.0,919.0,10550422.0,2895350.0,7652733.0,10548083.0,10552733.0,2340.0,10555073.0,10555073.0,10552733.0,3731.0,910.0,10550431.0,2885983.0,7662109.0,10548092.0,10552733.0,2340.0,10550863.0,10555071.0,10555071.0,18720.0,18433433.0,65952921.0,18.0,18.0,4.0,4.0,5.0,5.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
384x384x384w26-32-32,10512432.0,10512432.0,10510272.0,3648.0,496.0,10508287.0,553074.0,9953054.0,10506128.0,10510272.0,2160.0,10512424.0,10512424.0,10510264.0,3648.0,491.0,10508284.0,583956.0,9922169.0,10506125.0,10510264.0,2160.0,10512423.0,10512423.0,10510263.0,3640.0,484.0,10508298.0,2713191.0,7792948.0,10506139.0,10510263.0,2160.0,10512422.0,10512422.0,10510262.0,3640.0,448.0,10508333.0,2664246.0,7841928.0,10506174.0,10510262.0,2160.0,10512419.0,10512419.0,10510259.0,3638.0,1528.0,10507252.0,2833984.0,7671109.0,10505093.0,10510259.0,2160.0,10512418.0,10512418.0,10510258.0,3638.0,1532.0,10507247.0,2813952.0,7691136.0,10505088.0,10510258.0,2160.0,10512417.0,10512417.0,10510257.0,3638.0,1544.0,10507234.0,2818771.0,7686304.0,10505075.0,10510257.0,2160.0,10512416.0,10512416.0,10510256.0,3638.0,1555.0,10507222.0,2821783.0,7683280.0,10505063.0,10510256.0,2160.0,10508334.0,10512413.0,10512413.0,17280.0,17802957.0,66241928.0,19.0,19.0,11.0,11.0,10.0,10.0,9.0,9.0,6.0,6.0,5.0,5.0,4.0,4.0,3.0,3.0
384x384x384w27-32-28,10392063.0,10392063.0,10389543.0,3736.0,442.0,10387884.0,747498.0,9637867.0,10385365.0,10389543.0,2520.0,10392047.0,10392047.0,10389527.0,3736.0,425.0,10387885.0,753650.0,9631716.0,10385366.0,10389527.0,2520.0,10392047.0,10392047.0,10389527.0,3736.0,437.0,10387873.0,756570.0,9628784.0,10385354.0,10389527.0,2520.0,10392047.0,10392047.0,10389527.0,3736.0,439.0,10387871.0,2876033.0,7509319.0,10385352.0,10389527.0,2520.0,10392045.0,10392045.0,10389525.0,3734.0,434.0,10387876.0,2879125.0,7506232.0,10385357.0,10389525.0,2520.0,10392045.0,10392045.0,10389525.0,3734.0,430.0,10387880.0,2859467.0,7525894.0,10385361.0,10389525.0,2520.0,10392038.0,10392038.0,10389686.0,3734.0,212950.0,10175353.0,2819158.0,7353844.0,10173002.0,10389686.0,2352.0,10392044.0,10392044.0,10389692.0,3734.0,212954.0,10175355.0,2814971.0,7358033.0,10173004.0,10389692.0,2352.0,10387886.0,10392035.0,10392035.0,19824.0,16506472.0,66151689.0,28.0,28.0,12.0,12.0,12.0,12.0,12.0,12.0,10.0,10.0,10.0,10.0,3.0,3.0,9.0,9.0
