JSON Name,Kernel Name,Kernel Time,Total Time,M,N,K,m,n,k
1x32x80w1-32-80,main$async_dispatch_0_matmul_transpose_b_1x32x80_f64,1345,294031,1,32,80,1,32,80
1x32x240w1-32-80,main$async_dispatch_0_matmul_transpose_b_1x32x240_f64,2563,295160,1,32,240,1,32,80
1x32x400w1-32-80,main$async_dispatch_0_matmul_transpose_b_1x32x400_f64,3777,295445,1,32,400,1,32,80
1x32x560w1-32-80,main$async_dispatch_0_matmul_transpose_b_1x32x560_f64,5110,297083,1,32,560,1,32,80
1x32x720w1-32-80,main$async_dispatch_0_matmul_transpose_b_1x32x720_f64,6309,297692,1,32,720,1,32,80
1x64x80w1-32-80,main$async_dispatch_0_matmul_transpose_b_1x64x80_f64,2088,295097,1,64,80,1,32,80
1x64x240w1-32-80,main$async_dispatch_0_matmul_transpose_b_1x64x240_f64,4925,299007,1,64,240,1,32,80
1x64x400w1-32-80,main$async_dispatch_0_matmul_transpose_b_1x64x400_f64,7818,301366,1,64,400,1,32,80
1x64x560w1-32-80,main$async_dispatch_0_matmul_transpose_b_1x64x560_f64,10825,304723,1,64,560,1,32,80
1x64x720w1-32-80,main$async_dispatch_0_matmul_transpose_b_1x64x720_f64,13695,307018,1,64,720,1,32,80
1x96x80w1-32-80,main$async_dispatch_0_matmul_transpose_b_1x96x80_f64,2843,298572,1,96,80,1,32,80
1x96x240w1-32-80,main$async_dispatch_0_matmul_transpose_b_1x96x240_f64,6734,300830,1,96,240,1,32,80
1x96x400w1-32-80,main$async_dispatch_0_matmul_transpose_b_1x96x400_f64,10859,305797,1,96,400,1,32,80
1x96x560w1-32-80,main$async_dispatch_0_matmul_transpose_b_1x96x560_f64,14925,310968,1,96,560,1,32,80
1x96x720w1-32-80,main$async_dispatch_0_matmul_transpose_b_1x96x720_f64,18954,314808,1,96,720,1,32,80
1x128x80w1-32-80,main$async_dispatch_0_matmul_transpose_b_1x128x80_f64,3614,301500,1,128,80,1,32,80
1x128x240w1-32-80,main$async_dispatch_0_matmul_transpose_b_1x128x240_f64,8578,304789,1,128,240,1,32,80
1x128x400w1-32-80,main$async_dispatch_0_matmul_transpose_b_1x128x400_f64,13738,310214,1,128,400,1,32,80
1x128x560w1-32-80,main$async_dispatch_0_matmul_transpose_b_1x128x560_f64,19049,316741,1,128,560,1,32,80
1x128x720w1-32-80,main$async_dispatch_0_matmul_transpose_b_1x128x720_f64,24248,321930,1,128,720,1,32,80
1x160x80w1-32-80,main$async_dispatch_0_matmul_transpose_b_1x160x80_f64,4130,301688,1,160,80,1,32,80
1x160x240w1-32-80,main$async_dispatch_0_matmul_transpose_b_1x160x240_f64,10278,308923,1,160,240,1,32,80
1x160x400w1-32-80,main$async_dispatch_0_matmul_transpose_b_1x160x400_f64,16663,315316,1,160,400,1,32,80
1x160x560w1-32-80,main$async_dispatch_0_matmul_transpose_b_1x160x560_f64,22992,322188,1,160,560,1,32,80
1x160x720w1-32-80,main$async_dispatch_0_matmul_transpose_b_1x160x720_f64,29049,327481,1,160,720,1,32,80
1x192x80w1-32-80,main$async_dispatch_0_matmul_transpose_b_1x192x80_f64,4795,303722,1,192,80,1,32,80
1x192x240w1-32-80,main$async_dispatch_0_matmul_transpose_b_1x192x240_f64,12076,310900,1,192,240,1,32,80
1x192x400w1-32-80,main$async_dispatch_0_matmul_transpose_b_1x192x400_f64,19703,320556,1,192,400,1,32,80
1x192x560w1-32-80,main$async_dispatch_0_matmul_transpose_b_1x192x560_f64,26854,325977,1,192,560,1,32,80
1x192x720w1-32-80,main$async_dispatch_0_matmul_transpose_b_1x192x720_f64,34357,333166,1,192,720,1,32,80
1x224x80w1-32-80,main$async_dispatch_0_matmul_transpose_b_1x224x80_f64,34357,333166,1,224,80,1,32,80
1x224x240w1-32-80,main$async_dispatch_0_matmul_transpose_b_1x224x240_f64,13839,316207,1,224,240,1,32,80
1x224x400w1-32-80,main$async_dispatch_0_matmul_transpose_b_1x224x400_f64,22550,324445,1,224,400,1,32,80
1x224x560w1-32-80,main$async_dispatch_0_matmul_transpose_b_1x224x560_f64,30713,331664,1,224,560,1,32,80
1x224x720w1-32-80,main$async_dispatch_0_matmul_transpose_b_1x224x720_f64,39339,340676,1,224,720,1,32,80
1x256x80w1-32-80,main$async_dispatch_0_matmul_transpose_b_1x256x80_f64,6152,308750,1,256,80,1,32,80
1x256x240w1-32-80,main$async_dispatch_0_matmul_transpose_b_1x256x240_f64,15643,318921,1,256,240,1,32,80
1x256x400w1-32-80,main$async_dispatch_0_matmul_transpose_b_1x256x400_f64,25708,328581,1,256,400,1,32,80
1x256x560w1-32-80,main$async_dispatch_0_matmul_transpose_b_1x256x560_f64,34721,337792,1,256,560,1,32,80
1x256x720w1-32-80,main$async_dispatch_0_matmul_transpose_b_1x256x720_f64,44449,347591,1,256,720,1,32,80
1x288x80w1-32-80,main$async_dispatch_0_matmul_transpose_b_1x288x80_f64,6733,310769,1,288,80,1,32,80
1x288x240w1-32-80,main$async_dispatch_0_matmul_transpose_b_1x288x240_f64,17440,322372,1,288,240,1,32,80
1x288x400w1-32-80,main$async_dispatch_0_matmul_transpose_b_1x288x400_f64,27983,332318,1,288,400,1,32,80
1x288x560w1-32-80,main$async_dispatch_0_matmul_transpose_b_1x288x560_f64,38802,342439,1,288,560,1,32,80
1x288x720w1-32-80,main$async_dispatch_0_matmul_transpose_b_1x288x720_f64,49698,353859,1,288,720,1,32,80
1x32x85w1-32-85,main$async_dispatch_0_matmul_transpose_b_1x32x85_f64,1298,292335,1,32,85,1,32,85
1x32x255w1-32-85,main$async_dispatch_0_matmul_transpose_b_1x32x255_f64,2551,293965,1,32,255,1,32,85
1x32x425w1-32-85,main$async_dispatch_0_matmul_transpose_b_1x32x425_f64,3745,296275,1,32,425,1,32,85
1x32x595w1-32-85,main$async_dispatch_0_matmul_transpose_b_1x32x595_f64,4954,296544,1,32,595,1,32,85
1x32x765w1-32-85,main$async_dispatch_0_matmul_transpose_b_1x32x765_f64,6168,298332,1,32,765,1,32,85
1x64x85w1-32-85,main$async_dispatch_0_matmul_transpose_b_1x64x85_f64,2062,296057,1,64,85,1,32,85
1x64x255w1-32-85,main$async_dispatch_0_matmul_transpose_b_1x64x255_f64,4878,298922,1,64,255,1,32,85
1x64x425w1-32-85,main$async_dispatch_0_matmul_transpose_b_1x64x425_f64,7884,301662,1,64,425,1,32,85
1x64x595w1-32-85,main$async_dispatch_0_matmul_transpose_b_1x64x595_f64,10671,305181,1,64,595,1,32,85
1x64x765w1-32-85,main$async_dispatch_0_matmul_transpose_b_1x64x765_f64,13454,307088,1,64,765,1,32,85
1x96x85w1-32-85,main$async_dispatch_0_matmul_transpose_b_1x96x85_f64,13454,307088,1,96,85,1,32,85
1x96x255w1-32-85,main$async_dispatch_0_matmul_transpose_b_1x96x255_f64,6628,301430,1,96,255,1,32,85
1x96x425w1-32-85,main$async_dispatch_0_matmul_transpose_b_1x96x425_f64,10717,306300,1,96,425,1,32,85
1x96x595w1-32-85,main$async_dispatch_0_matmul_transpose_b_1x96x595_f64,14608,309641,1,96,595,1,32,85
1x96x765w1-32-85,main$async_dispatch_0_matmul_transpose_b_1x96x765_f64,18550,313964,1,96,765,1,32,85
1x128x85w1-32-85,main$async_dispatch_0_matmul_transpose_b_1x128x85_f64,3536,303261,1,128,85,1,32,85
1x128x255w1-32-85,main$async_dispatch_0_matmul_transpose_b_1x128x255_f64,8364,304689,1,128,255,1,32,85
1x128x425w1-32-85,main$async_dispatch_0_matmul_transpose_b_1x128x425_f64,13474,310164,1,128,425,1,32,85
1x128x595w1-32-85,main$async_dispatch_0_matmul_transpose_b_1x128x595_f64,18621,317008,1,128,595,1,32,85
1x128x765w1-32-85,main$async_dispatch_0_matmul_transpose_b_1x128x765_f64,23711,321162,1,128,765,1,32,85
1x160x85w1-32-85,main$async_dispatch_0_matmul_transpose_b_1x160x85_f64,3925,301778,1,160,85,1,32,85
1x160x255w1-32-85,main$async_dispatch_0_matmul_transpose_b_1x160x255_f64,9998,308787,1,160,255,1,32,85
1x160x425w1-32-85,main$async_dispatch_0_matmul_transpose_b_1x160x425_f64,16275,313666,1,160,425,1,32,85
1x160x595w1-32-85,main$async_dispatch_0_matmul_transpose_b_1x160x595_f64,22444,320837,1,160,595,1,32,85
1x160x765w1-32-85,main$async_dispatch_0_matmul_transpose_b_1x160x765_f64,28529,326521,1,160,765,1,32,85
1x192x85w1-32-85,main$async_dispatch_0_matmul_transpose_b_1x192x85_f64,4740,304851,1,192,85,1,32,85
1x192x255w1-32-85,main$async_dispatch_0_matmul_transpose_b_1x192x255_f64,11831,311273,1,192,255,1,32,85
1x192x425w1-32-85,main$async_dispatch_0_matmul_transpose_b_1x192x425_f64,19294,319795,1,192,425,1,32,85
1x192x595w1-32-85,main$async_dispatch_0_matmul_transpose_b_1x192x595_f64,26264,326892,1,192,595,1,32,85
1x192x765w1-32-85,main$async_dispatch_0_matmul_transpose_b_1x192x765_f64,26264,326892,1,192,765,1,32,85
1x224x85w1-32-85,main$async_dispatch_0_matmul_transpose_b_1x224x85_f64,5513,307631,1,224,85,1,32,85
1x224x255w1-32-85,main$async_dispatch_0_matmul_transpose_b_1x224x255_f64,13513,315240,1,224,255,1,32,85
1x224x425w1-32-85,main$async_dispatch_0_matmul_transpose_b_1x224x425_f64,21892,324000,1,224,425,1,32,85
1x224x595w1-32-85,main$async_dispatch_0_matmul_transpose_b_1x224x595_f64,30286,330997,1,224,595,1,32,85
1x224x765w1-32-85,main$async_dispatch_0_matmul_transpose_b_1x224x765_f64,30286,330997,1,224,765,1,32,85
1x256x85w1-32-85,main$async_dispatch_0_matmul_transpose_b_1x256x85_f64,5881,308385,1,256,85,1,32,85
1x256x255w1-32-85,main$async_dispatch_0_matmul_transpose_b_1x256x255_f64,15243,318169,1,256,255,1,32,85
1x256x425w1-32-85,main$async_dispatch_0_matmul_transpose_b_1x256x425_f64,24929,328315,1,256,425,1,32,85
1x256x595w1-32-85,main$async_dispatch_0_matmul_transpose_b_1x256x595_f64,34014,335842,1,256,595,1,32,85
1x256x765w1-32-85,main$async_dispatch_0_matmul_transpose_b_1x256x765_f64,43416,346769,1,256,765,1,32,85
1x288x85w1-32-85,main$async_dispatch_0_matmul_transpose_b_1x288x85_f64,6802,312471,1,288,85,1,32,85
1x288x255w1-32-85,main$async_dispatch_0_matmul_transpose_b_1x288x255_f64,17048,322167,1,288,255,1,32,85
1x288x425w1-32-85,main$async_dispatch_0_matmul_transpose_b_1x288x425_f64,27329,331527,1,288,425,1,32,85
1x288x595w1-32-85,main$async_dispatch_0_matmul_transpose_b_1x288x595_f64,38055,342414,1,288,595,1,32,85
1x288x765w1-32-85,main$async_dispatch_0_matmul_transpose_b_1x288x765_f64,48576,352724,1,288,765,1,32,85
1x32x90w1-32-90,main$async_dispatch_0_matmul_transpose_b_1x32x90_f64,1343,292659,1,32,90,1,32,90
1x32x270w1-32-90,main$async_dispatch_0_matmul_transpose_b_1x32x270_f64,2670,295170,1,32,270,1,32,90
1x32x450w1-32-90,main$async_dispatch_0_matmul_transpose_b_1x32x450_f64,3932,296394,1,32,450,1,32,90
1x32x630w1-32-90,main$async_dispatch_0_matmul_transpose_b_1x32x630_f64,5162,296682,1,32,630,1,32,90
1x32x810w1-32-90,main$async_dispatch_0_matmul_transpose_b_1x32x810_f64,6491,297284,1,32,810,1,32,90
1x64x90w1-32-90,main$async_dispatch_0_matmul_transpose_b_1x64x90_f64,2122,296309,1,64,90,1,32,90
1x64x270w1-32-90,main$async_dispatch_0_matmul_transpose_b_1x64x270_f64,5096,298735,1,64,270,1,32,90
1x64x450w1-32-90,main$async_dispatch_0_matmul_transpose_b_1x64x450_f64,8041,301729,1,64,450,1,32,90
1x64x630w1-32-90,main$async_dispatch_0_matmul_transpose_b_1x64x630_f64,11063,304075,1,64,630,1,32,90
1x64x810w1-32-90,main$async_dispatch_0_matmul_transpose_b_1x64x810_f64,14023,308129,1,64,810,1,32,90
1x96x90w1-32-90,main$async_dispatch_0_matmul_transpose_b_1x96x90_f64,2968,300886,1,96,90,1,32,90
1x96x270w1-32-90,main$async_dispatch_0_matmul_transpose_b_1x96x270_f64,6871,302427,1,96,270,1,32,90
1x96x450w1-32-90,main$async_dispatch_0_matmul_transpose_b_1x96x450_f64,11181,305649,1,96,450,1,32,90
1x96x630w1-32-90,main$async_dispatch_0_matmul_transpose_b_1x96x630_f64,15223,310457,1,96,630,1,32,90
1x96x810w1-32-90,main$async_dispatch_0_matmul_transpose_b_1x96x810_f64,19302,315337,1,96,810,1,32,90
1x128x90w1-32-90,main$async_dispatch_0_matmul_transpose_b_1x128x90_f64,3427,300578,1,128,90,1,32,90
1x128x270w1-32-90,main$async_dispatch_0_matmul_transpose_b_1x128x270_f64,8678,305616,1,128,270,1,32,90
1x128x450w1-32-90,main$async_dispatch_0_matmul_transpose_b_1x128x450_f64,13951,311753,1,128,450,1,32,90
1x128x630w1-32-90,main$async_dispatch_0_matmul_transpose_b_1x128x630_f64,19271,315033,1,128,630,1,32,90
1x128x810w1-32-90,main$async_dispatch_0_matmul_transpose_b_1x128x810_f64,24521,321505,1,128,810,1,32,90
1x160x90w1-32-90,main$async_dispatch_0_matmul_transpose_b_1x160x90_f64,4242,302095,1,160,90,1,32,90
1x160x270w1-32-90,main$async_dispatch_0_matmul_transpose_b_1x160x270_f64,10564,309186,1,160,270,1,32,90
1x160x450w1-32-90,main$async_dispatch_0_matmul_transpose_b_1x160x450_f64,16918,315294,1,160,450,1,32,90
1x160x630w1-32-90,main$async_dispatch_0_matmul_transpose_b_1x160x630_f64,23310,322601,1,160,630,1,32,90
1x160x810w1-32-90,main$async_dispatch_0_matmul_transpose_b_1x160x810_f64,29518,327665,1,160,810,1,32,90
1x192x90w1-32-90,main$async_dispatch_0_matmul_transpose_b_1x192x90_f64,4938,305018,1,192,90,1,32,90
1x192x270w1-32-90,main$async_dispatch_0_matmul_transpose_b_1x192x270_f64,12298,312352,1,192,270,1,32,90
1x192x450w1-32-90,main$async_dispatch_0_matmul_transpose_b_1x192x450_f64,19712,320524,1,192,450,1,32,90
1x192x630w1-32-90,main$async_dispatch_0_matmul_transpose_b_1x192x630_f64,27240,328198,1,192,630,1,32,90
1x192x810w1-32-90,main$async_dispatch_0_matmul_transpose_b_1x192x810_f64,34821,334413,1,192,810,1,32,90
1x224x90w1-32-90,main$async_dispatch_0_matmul_transpose_b_1x224x90_f64,5528,307188,1,224,90,1,32,90
1x224x270w1-32-90,main$async_dispatch_0_matmul_transpose_b_1x224x270_f64,14001,315676,1,224,270,1,32,90
1x224x450w1-32-90,main$async_dispatch_0_matmul_transpose_b_1x224x450_f64,22747,324032,1,224,450,1,32,90
1x224x630w1-32-90,main$async_dispatch_0_matmul_transpose_b_1x224x630_f64,31381,332577,1,224,630,1,32,90
1x224x810w1-32-90,main$async_dispatch_0_matmul_transpose_b_1x224x810_f64,39857,340846,1,224,810,1,32,90
1x256x90w1-32-90,main$async_dispatch_0_matmul_transpose_b_1x256x90_f64,6148,308585,1,256,90,1,32,90
1x256x270w1-32-90,main$async_dispatch_0_matmul_transpose_b_1x256x270_f64,15785,318938,1,256,270,1,32,90
1x256x450w1-32-90,main$async_dispatch_0_matmul_transpose_b_1x256x450_f64,25751,327918,1,256,450,1,32,90
1x256x630w1-32-90,main$async_dispatch_0_matmul_transpose_b_1x256x630_f64,35307,338037,1,256,630,1,32,90
1x256x810w1-32-90,main$async_dispatch_0_matmul_transpose_b_1x256x810_f64,45007,347383,1,256,810,1,32,90
1x288x90w1-32-90,main$async_dispatch_0_matmul_transpose_b_1x288x90_f64,6821,311803,1,288,90,1,32,90
1x288x270w1-32-90,main$async_dispatch_0_matmul_transpose_b_1x288x270_f64,17615,320290,1,288,270,1,32,90
1x288x450w1-32-90,main$async_dispatch_0_matmul_transpose_b_1x288x450_f64,28286,332278,1,288,450,1,32,90
1x288x630w1-32-90,main$async_dispatch_0_matmul_transpose_b_1x288x630_f64,39277,343167,1,288,630,1,32,90
1x288x810w1-32-90,main$async_dispatch_0_matmul_transpose_b_1x288x810_f64,50232,354502,1,288,810,1,32,90
1x32x95w1-32-95,main$async_dispatch_0_matmul_transpose_b_1x32x95_f64,1396,293084,1,32,95,1,32,95
1x32x285w1-32-95,main$async_dispatch_0_matmul_transpose_b_1x32x285_f64,2801,294290,1,32,285,1,32,95
1x32x475w1-32-95,main$async_dispatch_0_matmul_transpose_b_1x32x475_f64,4130,295237,1,32,475,1,32,95
1x32x665w1-32-95,main$async_dispatch_0_matmul_transpose_b_1x32x665_f64,5399,296960,1,32,665,1,32,95
1x32x855w1-32-95,main$async_dispatch_0_matmul_transpose_b_1x32x855_f64,6837,297973,1,32,855,1,32,95
1x64x95w1-32-95,main$async_dispatch_0_matmul_transpose_b_1x64x95_f64,2206,295053,1,64,95,1,32,95
1x64x285w1-32-95,main$async_dispatch_0_matmul_transpose_b_1x64x285_f64,5355,298243,1,64,285,1,32,95
1x64x475w1-32-95,main$async_dispatch_0_matmul_transpose_b_1x64x475_f64,8478,302988,1,64,475,1,32,95
1x64x665w1-32-95,main$async_dispatch_0_matmul_transpose_b_1x64x665_f64,11684,304574,1,64,665,1,32,95
1x64x855w1-32-95,main$async_dispatch_0_matmul_transpose_b_1x64x855_f64,14766,309207,1,64,855,1,32,95
1x96x95w1-32-95,main$async_dispatch_0_matmul_transpose_b_1x96x95_f64,2939,298392,1,96,95,1,32,95
1x96x285w1-32-95,main$async_dispatch_0_matmul_transpose_b_1x96x285_f64,7236,301409,1,96,285,1,32,95
1x96x475w1-32-95,main$async_dispatch_0_matmul_transpose_b_1x96x475_f64,11672,308008,1,96,475,1,32,95
1x96x665w1-32-95,main$async_dispatch_0_matmul_transpose_b_1x96x665_f64,15865,311123,1,96,665,1,32,95
1x96x855w1-32-95,main$async_dispatch_0_matmul_transpose_b_1x96x855_f64,20137,314515,1,96,855,1,32,95
1x128x95w1-32-95,main$async_dispatch_0_matmul_transpose_b_1x128x95_f64,20137,314515,1,128,95,1,32,95
1x128x285w1-32-95,main$async_dispatch_0_matmul_transpose_b_1x128x285_f64,9047,305697,1,128,285,1,32,95
1x128x475w1-32-95,main$async_dispatch_0_matmul_transpose_b_1x128x475_f64,14669,311379,1,128,475,1,32,95
1x128x665w1-32-95,main$async_dispatch_0_matmul_transpose_b_1x128x665_f64,14669,311379,1,128,665,1,32,95
1x128x855w1-32-95,main$async_dispatch_0_matmul_transpose_b_1x128x855_f64,25818,322850,1,128,855,1,32,95
1x160x95w1-32-95,main$async_dispatch_0_matmul_transpose_b_1x160x95_f64,4560,301746,1,160,95,1,32,95
1x160x285w1-32-95,main$async_dispatch_0_matmul_transpose_b_1x160x285_f64,11083,310412,1,160,285,1,32,95
1x160x475w1-32-95,main$async_dispatch_0_matmul_transpose_b_1x160x475_f64,17747,315605,1,160,475,1,32,95
1x160x665w1-32-95,main$async_dispatch_0_matmul_transpose_b_1x160x665_f64,24577,322851,1,160,665,1,32,95
1x160x855w1-32-95,main$async_dispatch_0_matmul_transpose_b_1x160x855_f64,24577,322851,1,160,855,1,32,95
1x192x95w1-32-95,main$async_dispatch_0_matmul_transpose_b_1x192x95_f64,5039,304199,1,192,95,1,32,95
1x192x285w1-32-95,main$async_dispatch_0_matmul_transpose_b_1x192x285_f64,12855,313270,1,192,285,1,32,95
1x192x475w1-32-95,main$async_dispatch_0_matmul_transpose_b_1x192x475_f64,20812,320454,1,192,475,1,32,95
1x192x665w1-32-95,main$async_dispatch_0_matmul_transpose_b_1x192x665_f64,28827,327895,1,192,665,1,32,95
1x192x855w1-32-95,main$async_dispatch_0_matmul_transpose_b_1x192x855_f64,36878,336502,1,192,855,1,32,95
1x224x95w1-32-95,main$async_dispatch_0_matmul_transpose_b_1x224x95_f64,5844,306351,1,224,95,1,32,95
1x224x285w1-32-95,main$async_dispatch_0_matmul_transpose_b_1x224x285_f64,14599,316562,1,224,285,1,32,95
1x224x475w1-32-95,main$async_dispatch_0_matmul_transpose_b_1x224x475_f64,23841,326045,1,224,475,1,32,95
1x224x665w1-32-95,main$async_dispatch_0_matmul_transpose_b_1x224x665_f64,32848,333998,1,224,665,1,32,95
1x224x855w1-32-95,main$async_dispatch_0_matmul_transpose_b_1x224x855_f64,42053,343316,1,224,855,1,32,95
1x256x95w1-32-95,main$async_dispatch_0_matmul_transpose_b_1x256x95_f64,6435,309657,1,256,95,1,32,95
1x256x285w1-32-95,main$async_dispatch_0_matmul_transpose_b_1x256x285_f64,16635,319527,1,256,285,1,32,95
1x256x475w1-32-95,main$async_dispatch_0_matmul_transpose_b_1x256x475_f64,27222,330221,1,256,475,1,32,95
1x256x665w1-32-95,main$async_dispatch_0_matmul_transpose_b_1x256x665_f64,37059,339804,1,256,665,1,32,95
1x256x855w1-32-95,main$async_dispatch_0_matmul_transpose_b_1x256x855_f64,47415,351317,1,256,855,1,32,95
1x288x95w1-32-95,main$async_dispatch_0_matmul_transpose_b_1x288x95_f64,7187,311601,1,288,95,1,32,95
1x288x285w1-32-95,main$async_dispatch_0_matmul_transpose_b_1x288x285_f64,18404,322128,1,288,285,1,32,95
1x288x475w1-32-95,main$async_dispatch_0_matmul_transpose_b_1x288x475_f64,29962,333510,1,288,475,1,32,95
1x288x665w1-32-95,main$async_dispatch_0_matmul_transpose_b_1x288x665_f64,41472,345744,1,288,665,1,32,95
1x288x855w1-32-95,main$async_dispatch_0_matmul_transpose_b_1x288x855_f64,53011,357535,1,288,855,1,32,95
1x32x100w1-32-100,main$async_dispatch_0_matmul_transpose_b_1x32x100_f64,1405,292431,1,32,100,1,32,100
1x32x300w1-32-100,main$async_dispatch_0_matmul_transpose_b_1x32x300_f64,2820,294939,1,32,300,1,32,100
1x32x500w1-32-100,main$async_dispatch_0_matmul_transpose_b_1x32x500_f64,4113,295142,1,32,500,1,32,100
1x32x700w1-32-100,main$async_dispatch_0_matmul_transpose_b_1x32x700_f64,4113,295142,1,32,700,1,32,100
1x32x900w1-32-100,main$async_dispatch_0_matmul_transpose_b_1x32x900_f64,6783,298068,1,32,900,1,32,100
1x64x100w1-32-100,main$async_dispatch_0_matmul_transpose_b_1x64x100_f64,2270,295885,1,64,100,1,32,100
1x64x300w1-32-100,main$async_dispatch_0_matmul_transpose_b_1x64x300_f64,5367,298989,1,64,300,1,32,100
1x64x500w1-32-100,main$async_dispatch_0_matmul_transpose_b_1x64x500_f64,8484,302228,1,64,500,1,32,100
1x64x700w1-32-100,main$async_dispatch_0_matmul_transpose_b_1x64x700_f64,11651,305182,1,64,700,1,32,100
1x64x900w1-32-100,main$async_dispatch_0_matmul_transpose_b_1x64x900_f64,14759,308303,1,64,900,1,32,100
1x96x100w1-32-100,main$async_dispatch_0_matmul_transpose_b_1x96x100_f64,3003,297785,1,96,100,1,32,100
1x96x300w1-32-100,main$async_dispatch_0_matmul_transpose_b_1x96x300_f64,7205,301751,1,96,300,1,32,100
1x96x500w1-32-100,main$async_dispatch_0_matmul_transpose_b_1x96x500_f64,11562,308020,1,96,500,1,32,100
1x96x700w1-32-100,main$async_dispatch_0_matmul_transpose_b_1x96x700_f64,15756,311052,1,96,700,1,32,100
1x96x900w1-32-100,main$async_dispatch_0_matmul_transpose_b_1x96x900_f64,20085,314738,1,96,900,1,32,100
1x128x100w1-32-100,main$async_dispatch_0_matmul_transpose_b_1x128x100_f64,3553,303433,1,128,100,1,32,100
1x128x300w1-32-100,main$async_dispatch_0_matmul_transpose_b_1x128x300_f64,9019,305092,1,128,300,1,32,100
1x128x500w1-32-100,main$async_dispatch_0_matmul_transpose_b_1x128x500_f64,14541,312047,1,128,500,1,32,100
1x128x700w1-32-100,main$async_dispatch_0_matmul_transpose_b_1x128x700_f64,19922,316118,1,128,700,1,32,100
1x128x900w1-32-100,main$async_dispatch_0_matmul_transpose_b_1x128x900_f64,25368,321910,1,128,900,1,32,100
1x160x100w1-32-100,main$async_dispatch_0_matmul_transpose_b_1x160x100_f64,4597,301827,1,160,100,1,32,100
1x160x300w1-32-100,main$async_dispatch_0_matmul_transpose_b_1x160x300_f64,10826,310349,1,160,300,1,32,100
1x160x500w1-32-100,main$async_dispatch_0_matmul_transpose_b_1x160x500_f64,17405,315601,1,160,500,1,32,100
1x160x700w1-32-100,main$async_dispatch_0_matmul_transpose_b_1x160x700_f64,24044,322624,1,160,700,1,32,100
1x160x900w1-32-100,main$async_dispatch_0_matmul_transpose_b_1x160x900_f64,30120,329011,1,160,900,1,32,100
1x192x100w1-32-100,main$async_dispatch_0_matmul_transpose_b_1x192x100_f64,4965,304262,1,192,100,1,32,100
1x192x300w1-32-100,main$async_dispatch_0_matmul_transpose_b_1x192x300_f64,12686,312450,1,192,300,1,32,100
1x192x500w1-32-100,main$async_dispatch_0_matmul_transpose_b_1x192x500_f64,20341,320181,1,192,500,1,32,100
1x192x700w1-32-100,main$async_dispatch_0_matmul_transpose_b_1x192x700_f64,27778,327470,1,192,700,1,32,100
1x192x900w1-32-100,main$async_dispatch_0_matmul_transpose_b_1x192x900_f64,35385,335271,1,192,900,1,32,100
1x224x100w1-32-100,main$async_dispatch_0_matmul_transpose_b_1x224x100_f64,5874,307896,1,224,100,1,32,100
1x224x300w1-32-100,main$async_dispatch_0_matmul_transpose_b_1x224x300_f64,14449,315638,1,224,300,1,32,100
1x224x500w1-32-100,main$async_dispatch_0_matmul_transpose_b_1x224x500_f64,23540,324760,1,224,500,1,32,100
1x224x700w1-32-100,main$async_dispatch_0_matmul_transpose_b_1x224x700_f64,31655,332163,1,224,700,1,32,100
1x224x900w1-32-100,main$async_dispatch_0_matmul_transpose_b_1x224x900_f64,40506,342081,1,224,900,1,32,100
1x256x100w1-32-100,main$async_dispatch_0_matmul_transpose_b_1x256x100_f64,6149,308712,1,256,100,1,32,100
1x256x300w1-32-100,main$async_dispatch_0_matmul_transpose_b_1x256x300_f64,16177,318780,1,256,300,1,32,100
1x256x500w1-32-100,main$async_dispatch_0_matmul_transpose_b_1x256x500_f64,26501,328521,1,256,500,1,32,100
1x256x700w1-32-100,main$async_dispatch_0_matmul_transpose_b_1x256x700_f64,35776,339233,1,256,700,1,32,100
1x256x900w1-32-100,main$async_dispatch_0_matmul_transpose_b_1x256x900_f64,45719,348465,1,256,900,1,32,100
1x288x100w1-32-100,main$async_dispatch_0_matmul_transpose_b_1x288x100_f64,7208,312642,1,288,100,1,32,100
1x288x300w1-32-100,main$async_dispatch_0_matmul_transpose_b_1x288x300_f64,7208,312642,1,288,300,1,32,100
1x288x500w1-32-100,main$async_dispatch_0_matmul_transpose_b_1x288x500_f64,28808,331886,1,288,500,1,32,100
1x288x700w1-32-100,main$async_dispatch_0_matmul_transpose_b_1x288x700_f64,39932,342972,1,288,700,1,32,100
1x288x900w1-32-100,main$async_dispatch_0_matmul_transpose_b_1x288x900_f64,51058,355270,1,288,900,1,32,100
1x32x105w1-32-105,main$async_dispatch_0_matmul_transpose_b_1x32x105_f64,1451,292554,1,32,105,1,32,105
1x32x315w1-32-105,main$async_dispatch_0_matmul_transpose_b_1x32x315_f64,2886,294356,1,32,315,1,32,105
1x32x525w1-32-105,main$async_dispatch_0_matmul_transpose_b_1x32x525_f64,4113,294317,1,32,525,1,32,105
1x32x735w1-32-105,main$async_dispatch_0_matmul_transpose_b_1x32x735_f64,5580,297575,1,32,735,1,32,105
1x32x945w1-32-105,main$async_dispatch_0_matmul_transpose_b_1x32x945_f64,6903,299026,1,32,945,1,32,105
1x64x105w1-32-105,main$async_dispatch_0_matmul_transpose_b_1x64x105_f64,2363,295825,1,64,105,1,32,105
1x64x315w1-32-105,main$async_dispatch_0_matmul_transpose_b_1x64x315_f64,2363,295825,1,64,315,1,32,105
