JSON Name,Kernel Name,Kernel Time,Total Time,M,N,K,m,n,k
1x336x450w1-48-90,main$async_dispatch_0_matmul_transpose_b_1x336x450_f64,31856,338322,1,336,450,1,48,90
1x336x630w1-48-90,main$async_dispatch_0_matmul_transpose_b_1x336x630_f64,44307,350463,1,336,630,1,48,90
1x336x810w1-48-90,main$async_dispatch_0_matmul_transpose_b_1x336x810_f64,56749,364234,1,336,810,1,48,90
1x384x90w1-48-90,main$async_dispatch_0_matmul_transpose_b_1x384x90_f64,8290,317284,1,384,90,1,48,90
1x384x270w1-48-90,main$async_dispatch_0_matmul_transpose_b_1x384x270_f64,22012,330363,1,384,270,1,48,90
1x384x450w1-48-90,main$async_dispatch_0_matmul_transpose_b_1x384x450_f64,36059,344969,1,384,450,1,48,90
1x384x630w1-48-90,main$async_dispatch_0_matmul_transpose_b_1x384x630_f64,49998,358596,1,384,630,1,48,90
1x384x810w1-48-90,main$async_dispatch_0_matmul_transpose_b_1x384x810_f64,64108,372458,1,384,810,1,48,90
1x432x90w1-48-90,main$async_dispatch_0_matmul_transpose_b_1x432x90_f64,9384,319941,1,432,90,1,48,90
1x432x270w1-48-90,main$async_dispatch_0_matmul_transpose_b_1x432x270_f64,24510,336754,1,432,270,1,48,90
1x432x450w1-48-90,main$async_dispatch_0_matmul_transpose_b_1x432x450_f64,40113,351115,1,432,450,1,48,90
1x432x630w1-48-90,main$async_dispatch_0_matmul_transpose_b_1x432x630_f64,55761,366633,1,432,630,1,48,90
1x432x810w1-48-90,main$async_dispatch_0_matmul_transpose_b_1x432x810_f64,71405,383538,1,432,810,1,48,90
1x48x95w1-48-95,main$async_dispatch_0_matmul_transpose_b_1x48x95_f64,1823,294522,1,48,95,1,48,95
1x48x285w1-48-95,main$async_dispatch_0_matmul_transpose_b_1x48x285_f64,3676,297442,1,48,285,1,48,95
1x48x475w1-48-95,main$async_dispatch_0_matmul_transpose_b_1x48x475_f64,5529,298685,1,48,475,1,48,95
1x48x665w1-48-95,main$async_dispatch_0_matmul_transpose_b_1x48x665_f64,7435,300958,1,48,665,1,48,95
1x48x855w1-48-95,main$async_dispatch_0_matmul_transpose_b_1x48x855_f64,7435,300958,1,48,855,1,48,95
1x96x95w1-48-95,main$async_dispatch_0_matmul_transpose_b_1x96x95_f64,3039,297737,1,96,95,1,48,95
1x96x285w1-48-95,main$async_dispatch_0_matmul_transpose_b_1x96x285_f64,7355,302241,1,96,285,1,48,95
1x96x475w1-48-95,main$async_dispatch_0_matmul_transpose_b_1x96x475_f64,11784,306876,1,96,475,1,48,95
1x96x665w1-48-95,main$async_dispatch_0_matmul_transpose_b_1x96x665_f64,16193,312210,1,96,665,1,48,95
1x96x855w1-48-95,main$async_dispatch_0_matmul_transpose_b_1x96x855_f64,20634,315929,1,96,855,1,48,95
1x144x95w1-48-95,main$async_dispatch_0_matmul_transpose_b_1x144x95_f64,4015,301250,1,144,95,1,48,95
1x144x285w1-48-95,main$async_dispatch_0_matmul_transpose_b_1x144x285_f64,9966,306366,1,144,285,1,48,95
1x144x475w1-48-95,main$async_dispatch_0_matmul_transpose_b_1x144x475_f64,16213,314269,1,144,475,1,48,95
1x144x665w1-48-95,main$async_dispatch_0_matmul_transpose_b_1x144x665_f64,22215,319590,1,144,665,1,48,95
1x144x855w1-48-95,main$async_dispatch_0_matmul_transpose_b_1x144x855_f64,28370,326061,1,144,855,1,48,95
1x192x95w1-48-95,main$async_dispatch_0_matmul_transpose_b_1x192x95_f64,4854,305302,1,192,95,1,48,95
1x192x285w1-48-95,main$async_dispatch_0_matmul_transpose_b_1x192x285_f64,12600,312349,1,192,285,1,48,95
1x192x475w1-48-95,main$async_dispatch_0_matmul_transpose_b_1x192x475_f64,12600,312349,1,192,475,1,48,95
1x192x665w1-48-95,main$async_dispatch_0_matmul_transpose_b_1x192x665_f64,28191,327128,1,192,665,1,48,95
1x192x855w1-48-95,main$async_dispatch_0_matmul_transpose_b_1x192x855_f64,36045,335232,1,192,855,1,48,95
1x240x95w1-48-95,main$async_dispatch_0_matmul_transpose_b_1x240x95_f64,5992,309092,1,240,95,1,48,95
1x240x285w1-48-95,main$async_dispatch_0_matmul_transpose_b_1x240x285_f64,5992,309092,1,240,285,1,48,95
1x240x475w1-48-95,main$async_dispatch_0_matmul_transpose_b_1x240x475_f64,24763,326171,1,240,475,1,48,95
1x240x665w1-48-95,main$async_dispatch_0_matmul_transpose_b_1x240x665_f64,34172,337101,1,240,665,1,48,95
1x240x855w1-48-95,main$async_dispatch_0_matmul_transpose_b_1x240x855_f64,43313,344406,1,240,855,1,48,95
1x288x95w1-48-95,main$async_dispatch_0_matmul_transpose_b_1x288x95_f64,6822,311266,1,288,95,1,48,95
1x288x285w1-48-95,main$async_dispatch_0_matmul_transpose_b_1x288x285_f64,17987,321715,1,288,285,1,48,95
1x288x475w1-48-95,main$async_dispatch_0_matmul_transpose_b_1x288x475_f64,29124,333631,1,288,475,1,48,95
1x288x665w1-48-95,main$async_dispatch_0_matmul_transpose_b_1x288x665_f64,39838,344137,1,288,665,1,48,95
1x288x855w1-48-95,main$async_dispatch_0_matmul_transpose_b_1x288x855_f64,50962,355230,1,288,855,1,48,95
1x336x95w1-48-95,main$async_dispatch_0_matmul_transpose_b_1x336x95_f64,7645,313595,1,336,95,1,48,95
1x336x285w1-48-95,main$async_dispatch_0_matmul_transpose_b_1x336x285_f64,20317,327221,1,336,285,1,48,95
1x336x475w1-48-95,main$async_dispatch_0_matmul_transpose_b_1x336x475_f64,33196,339864,1,336,475,1,48,95
1x336x665w1-48-95,main$async_dispatch_0_matmul_transpose_b_1x336x665_f64,45786,352672,1,336,665,1,48,95
1x336x855w1-48-95,main$async_dispatch_0_matmul_transpose_b_1x336x855_f64,58732,365895,1,336,855,1,48,95
1x384x95w1-48-95,main$async_dispatch_0_matmul_transpose_b_1x384x95_f64,8647,317433,1,384,95,1,48,95
1x384x285w1-48-95,main$async_dispatch_0_matmul_transpose_b_1x384x285_f64,22959,331513,1,384,285,1,48,95
1x384x475w1-48-95,main$async_dispatch_0_matmul_transpose_b_1x384x475_f64,37723,346112,1,384,475,1,48,95
1x384x665w1-48-95,main$async_dispatch_0_matmul_transpose_b_1x384x665_f64,51641,361312,1,384,665,1,48,95
1x384x855w1-48-95,main$async_dispatch_0_matmul_transpose_b_1x384x855_f64,66383,375394,1,384,855,1,48,95
1x432x95w1-48-95,main$async_dispatch_0_matmul_transpose_b_1x432x95_f64,9762,321940,1,432,95,1,48,95
1x432x285w1-48-95,main$async_dispatch_0_matmul_transpose_b_1x432x285_f64,25698,336850,1,432,285,1,48,95
1x432x475w1-48-95,main$async_dispatch_0_matmul_transpose_b_1x432x475_f64,41473,353179,1,432,475,1,48,95
1x432x665w1-48-95,main$async_dispatch_0_matmul_transpose_b_1x432x665_f64,57500,369504,1,432,665,1,48,95
1x432x855w1-48-95,main$async_dispatch_0_matmul_transpose_b_1x432x855_f64,73952,385251,1,432,855,1,48,95
1x48x100w1-48-100,main$async_dispatch_0_matmul_transpose_b_1x48x100_f64,1843,294820,1,48,100,1,48,100
1x48x300w1-48-100,main$async_dispatch_0_matmul_transpose_b_1x48x300_f64,3814,297211,1,48,300,1,48,100
1x48x500w1-48-100,main$async_dispatch_0_matmul_transpose_b_1x48x500_f64,5534,297796,1,48,500,1,48,100
1x48x700w1-48-100,main$async_dispatch_0_matmul_transpose_b_1x48x700_f64,7344,301040,1,48,700,1,48,100
1x48x900w1-48-100,main$async_dispatch_0_matmul_transpose_b_1x48x900_f64,9233,302195,1,48,900,1,48,100
1x96x100w1-48-100,main$async_dispatch_0_matmul_transpose_b_1x96x100_f64,3106,297436,1,96,100,1,48,100
1x96x300w1-48-100,main$async_dispatch_0_matmul_transpose_b_1x96x300_f64,7496,302617,1,96,300,1,48,100
1x96x500w1-48-100,main$async_dispatch_0_matmul_transpose_b_1x96x500_f64,11976,307890,1,96,500,1,48,100
1x96x700w1-48-100,main$async_dispatch_0_matmul_transpose_b_1x96x700_f64,16579,311185,1,96,700,1,48,100
1x96x900w1-48-100,main$async_dispatch_0_matmul_transpose_b_1x96x900_f64,16579,311185,1,96,900,1,48,100
1x144x100w1-48-100,main$async_dispatch_0_matmul_transpose_b_1x144x100_f64,4086,300790,1,144,100,1,48,100
1x144x300w1-48-100,main$async_dispatch_0_matmul_transpose_b_1x144x300_f64,10068,306743,1,144,300,1,48,100
1x144x500w1-48-100,main$async_dispatch_0_matmul_transpose_b_1x144x500_f64,16381,314290,1,144,500,1,48,100
1x144x700w1-48-100,main$async_dispatch_0_matmul_transpose_b_1x144x700_f64,22404,319912,1,144,700,1,48,100
1x144x900w1-48-100,main$async_dispatch_0_matmul_transpose_b_1x144x900_f64,28585,326451,1,144,900,1,48,100
1x192x100w1-48-100,main$async_dispatch_0_matmul_transpose_b_1x192x100_f64,4951,304148,1,192,100,1,48,100
1x192x300w1-48-100,main$async_dispatch_0_matmul_transpose_b_1x192x300_f64,12609,312307,1,192,300,1,48,100
1x192x500w1-48-100,main$async_dispatch_0_matmul_transpose_b_1x192x500_f64,20504,320201,1,192,500,1,48,100
1x192x700w1-48-100,main$async_dispatch_0_matmul_transpose_b_1x192x700_f64,28386,327268,1,192,700,1,48,100
1x192x900w1-48-100,main$async_dispatch_0_matmul_transpose_b_1x192x900_f64,36195,336054,1,192,900,1,48,100
1x240x100w1-48-100,main$async_dispatch_0_matmul_transpose_b_1x240x100_f64,6094,307642,1,240,100,1,48,100
1x240x300w1-48-100,main$async_dispatch_0_matmul_transpose_b_1x240x300_f64,15100,318224,1,240,300,1,48,100
1x240x500w1-48-100,main$async_dispatch_0_matmul_transpose_b_1x240x500_f64,24700,326393,1,240,500,1,48,100
1x240x700w1-48-100,main$async_dispatch_0_matmul_transpose_b_1x240x700_f64,34106,335781,1,240,700,1,48,100
1x240x900w1-48-100,main$async_dispatch_0_matmul_transpose_b_1x240x900_f64,43016,343991,1,240,900,1,48,100
1x288x100w1-48-100,main$async_dispatch_0_matmul_transpose_b_1x288x100_f64,6963,309668,1,288,100,1,48,100
1x288x300w1-48-100,main$async_dispatch_0_matmul_transpose_b_1x288x300_f64,17971,321655,1,288,300,1,48,100
1x288x500w1-48-100,main$async_dispatch_0_matmul_transpose_b_1x288x500_f64,29089,333500,1,288,500,1,48,100
1x288x700w1-48-100,main$async_dispatch_0_matmul_transpose_b_1x288x700_f64,39712,344888,1,288,700,1,48,100
1x288x900w1-48-100,main$async_dispatch_0_matmul_transpose_b_1x288x900_f64,50809,354844,1,288,900,1,48,100
1x336x100w1-48-100,main$async_dispatch_0_matmul_transpose_b_1x336x100_f64,7791,314770,1,336,100,1,48,100
1x336x300w1-48-100,main$async_dispatch_0_matmul_transpose_b_1x336x300_f64,20180,326728,1,336,300,1,48,100
1x336x500w1-48-100,main$async_dispatch_0_matmul_transpose_b_1x336x500_f64,32904,339693,1,336,500,1,48,100
1x336x700w1-48-100,main$async_dispatch_0_matmul_transpose_b_1x336x700_f64,45763,352383,1,336,700,1,48,100
1x336x900w1-48-100,main$async_dispatch_0_matmul_transpose_b_1x336x900_f64,58557,365266,1,336,900,1,48,100
1x384x100w1-48-100,main$async_dispatch_0_matmul_transpose_b_1x384x100_f64,8980,315910,1,384,100,1,48,100
1x384x300w1-48-100,main$async_dispatch_0_matmul_transpose_b_1x384x300_f64,22954,329949,1,384,300,1,48,100
1x384x500w1-48-100,main$async_dispatch_0_matmul_transpose_b_1x384x500_f64,37566,344706,1,384,500,1,48,100
1x384x700w1-48-100,main$async_dispatch_0_matmul_transpose_b_1x384x700_f64,51488,360635,1,384,700,1,48,100
1x384x900w1-48-100,main$async_dispatch_0_matmul_transpose_b_1x384x900_f64,65914,374349,1,384,900,1,48,100
1x432x100w1-48-100,main$async_dispatch_0_matmul_transpose_b_1x432x100_f64,10060,321340,1,432,100,1,48,100
1x432x300w1-48-100,main$async_dispatch_0_matmul_transpose_b_1x432x300_f64,25439,334569,1,432,300,1,48,100
1x432x500w1-48-100,main$async_dispatch_0_matmul_transpose_b_1x432x500_f64,41193,351138,1,432,500,1,48,100
1x432x700w1-48-100,main$async_dispatch_0_matmul_transpose_b_1x432x700_f64,57258,367707,1,432,700,1,48,100
1x432x900w1-48-100,main$async_dispatch_0_matmul_transpose_b_1x432x900_f64,57258,367707,1,432,900,1,48,100
1x48x105w1-48-105,main$async_dispatch_0_matmul_transpose_b_1x48x105_f64,1910,294806,1,48,105,1,48,105
1x48x315w1-48-105,main$async_dispatch_0_matmul_transpose_b_1x48x315_f64,4022,296662,1,48,315,1,48,105
1x48x525w1-48-105,main$async_dispatch_0_matmul_transpose_b_1x48x525_f64,5951,298209,1,48,525,1,48,105
1x48x735w1-48-105,main$async_dispatch_0_matmul_transpose_b_1x48x735_f64,7824,301810,1,48,735,1,48,105
1x48x945w1-48-105,main$async_dispatch_0_matmul_transpose_b_1x48x945_f64,9795,303975,1,48,945,1,48,105
1x96x105w1-48-105,main$async_dispatch_0_matmul_transpose_b_1x96x105_f64,3238,300499,1,96,105,1,48,105
1x96x315w1-48-105,main$async_dispatch_0_matmul_transpose_b_1x96x315_f64,7846,302707,1,96,315,1,48,105
1x96x525w1-48-105,main$async_dispatch_0_matmul_transpose_b_1x96x525_f64,12639,307641,1,96,525,1,48,105
1x96x735w1-48-105,main$async_dispatch_0_matmul_transpose_b_1x96x735_f64,17445,312020,1,96,735,1,48,105
1x96x945w1-48-105,main$async_dispatch_0_matmul_transpose_b_1x96x945_f64,22064,317135,1,96,945,1,48,105
1x144x105w1-48-105,main$async_dispatch_0_matmul_transpose_b_1x144x105_f64,4276,301834,1,144,105,1,48,105
1x144x315w1-48-105,main$async_dispatch_0_matmul_transpose_b_1x144x315_f64,10638,307204,1,144,315,1,48,105
1x144x525w1-48-105,main$async_dispatch_0_matmul_transpose_b_1x144x525_f64,17400,314598,1,144,525,1,48,105
1x144x735w1-48-105,main$async_dispatch_0_matmul_transpose_b_1x144x735_f64,23777,321273,1,144,735,1,48,105
1x144x945w1-48-105,main$async_dispatch_0_matmul_transpose_b_1x144x945_f64,30279,327101,1,144,945,1,48,105
1x192x105w1-48-105,main$async_dispatch_0_matmul_transpose_b_1x192x105_f64,5211,304404,1,192,105,1,48,105
1x192x315w1-48-105,main$async_dispatch_0_matmul_transpose_b_1x192x315_f64,13343,312521,1,192,315,1,48,105
1x192x525w1-48-105,main$async_dispatch_0_matmul_transpose_b_1x192x525_f64,21789,321046,1,192,525,1,48,105
1x192x735w1-48-105,main$async_dispatch_0_matmul_transpose_b_1x192x735_f64,30093,329117,1,192,735,1,48,105
1x192x945w1-48-105,main$async_dispatch_0_matmul_transpose_b_1x192x945_f64,38449,338912,1,192,945,1,48,105
1x240x105w1-48-105,main$async_dispatch_0_matmul_transpose_b_1x240x105_f64,6511,308036,1,240,105,1,48,105
1x240x315w1-48-105,main$async_dispatch_0_matmul_transpose_b_1x240x315_f64,16120,317927,1,240,315,1,48,105
1x240x525w1-48-105,main$async_dispatch_0_matmul_transpose_b_1x240x525_f64,16120,317927,1,240,525,1,48,105
1x240x735w1-48-105,main$async_dispatch_0_matmul_transpose_b_1x240x735_f64,36423,339702,1,240,735,1,48,105
1x240x945w1-48-105,main$async_dispatch_0_matmul_transpose_b_1x240x945_f64,45943,347909,1,240,945,1,48,105
1x288x105w1-48-105,main$async_dispatch_0_matmul_transpose_b_1x288x105_f64,7521,312033,1,288,105,1,48,105
1x288x315w1-48-105,main$async_dispatch_0_matmul_transpose_b_1x288x315_f64,19094,322423,1,288,315,1,48,105
1x288x525w1-48-105,main$async_dispatch_0_matmul_transpose_b_1x288x525_f64,31092,335330,1,288,525,1,48,105
1x288x735w1-48-105,main$async_dispatch_0_matmul_transpose_b_1x288x735_f64,42440,347110,1,288,735,1,48,105
1x288x945w1-48-105,main$async_dispatch_0_matmul_transpose_b_1x288x945_f64,54049,358731,1,288,945,1,48,105
1x336x105w1-48-105,main$async_dispatch_0_matmul_transpose_b_1x336x105_f64,8319,314854,1,336,105,1,48,105
1x336x315w1-48-105,main$async_dispatch_0_matmul_transpose_b_1x336x315_f64,21642,328649,1,336,315,1,48,105
1x336x525w1-48-105,main$async_dispatch_0_matmul_transpose_b_1x336x525_f64,35270,341856,1,336,525,1,48,105
1x336x735w1-48-105,main$async_dispatch_0_matmul_transpose_b_1x336x735_f64,48996,355383,1,336,735,1,48,105
1x336x945w1-48-105,main$async_dispatch_0_matmul_transpose_b_1x336x945_f64,62308,369770,1,336,945,1,48,105
1x384x105w1-48-105,main$async_dispatch_0_matmul_transpose_b_1x384x105_f64,9526,317943,1,384,105,1,48,105
1x384x315w1-48-105,main$async_dispatch_0_matmul_transpose_b_1x384x315_f64,24492,333308,1,384,315,1,48,105
1x384x525w1-48-105,main$async_dispatch_0_matmul_transpose_b_1x384x525_f64,40085,348056,1,384,525,1,48,105
1x384x735w1-48-105,main$async_dispatch_0_matmul_transpose_b_1x384x735_f64,55218,363957,1,384,735,1,48,105
1x384x945w1-48-105,main$async_dispatch_0_matmul_transpose_b_1x384x945_f64,70315,380785,1,384,945,1,48,105
1x432x105w1-48-105,main$async_dispatch_0_matmul_transpose_b_1x432x105_f64,10518,321573,1,432,105,1,48,105
1x432x315w1-48-105,main$async_dispatch_0_matmul_transpose_b_1x432x315_f64,27300,339119,1,432,315,1,48,105
1x432x525w1-48-105,main$async_dispatch_0_matmul_transpose_b_1x432x525_f64,44300,355079,1,432,525,1,48,105
1x432x735w1-48-105,main$async_dispatch_0_matmul_transpose_b_1x432x735_f64,61412,373011,1,432,735,1,48,105
1x432x945w1-48-105,main$async_dispatch_0_matmul_transpose_b_1x432x945_f64,78367,390669,1,432,945,1,48,105
1x56x80w1-56-80,main$async_dispatch_0_matmul_transpose_b_1x56x80_f64,1927,296398,1,56,80,1,56,80
1x56x240w1-56-80,main$async_dispatch_0_matmul_transpose_b_1x56x240_f64,4000,297811,1,56,240,1,56,80
1x56x400w1-56-80,main$async_dispatch_0_matmul_transpose_b_1x56x400_f64,6019,300139,1,56,400,1,56,80
1x56x560w1-56-80,main$async_dispatch_0_matmul_transpose_b_1x56x560_f64,7998,302587,1,56,560,1,56,80
1x56x720w1-56-80,main$async_dispatch_0_matmul_transpose_b_1x56x720_f64,7998,302587,1,56,720,1,56,80
1x112x80w1-56-80,main$async_dispatch_0_matmul_transpose_b_1x112x80_f64,3236,299678,1,112,80,1,56,80
1x112x240w1-56-80,main$async_dispatch_0_matmul_transpose_b_1x112x240_f64,7663,303850,1,112,240,1,56,80
1x112x400w1-56-80,main$async_dispatch_0_matmul_transpose_b_1x112x400_f64,12641,308872,1,112,400,1,56,80
1x112x560w1-56-80,main$async_dispatch_0_matmul_transpose_b_1x112x560_f64,17195,313631,1,112,560,1,56,80
1x112x720w1-56-80,main$async_dispatch_0_matmul_transpose_b_1x112x720_f64,21873,318181,1,112,720,1,56,80
1x168x80w1-56-80,main$async_dispatch_0_matmul_transpose_b_1x168x80_f64,4291,303750,1,168,80,1,56,80
1x168x240w1-56-80,main$async_dispatch_0_matmul_transpose_b_1x168x240_f64,10709,308463,1,168,240,1,56,80
1x168x400w1-56-80,main$async_dispatch_0_matmul_transpose_b_1x168x400_f64,17394,316230,1,168,400,1,56,80
1x168x560w1-56-80,main$async_dispatch_0_matmul_transpose_b_1x168x560_f64,23880,323161,1,168,560,1,56,80
1x168x720w1-56-80,main$async_dispatch_0_matmul_transpose_b_1x168x720_f64,30519,329906,1,168,720,1,56,80
1x224x80w1-56-80,main$async_dispatch_0_matmul_transpose_b_1x224x80_f64,5261,305697,1,224,80,1,56,80
1x224x240w1-56-80,main$async_dispatch_0_matmul_transpose_b_1x224x240_f64,13675,315563,1,224,240,1,56,80
1x224x400w1-56-80,main$async_dispatch_0_matmul_transpose_b_1x224x400_f64,22238,323707,1,224,400,1,56,80
1x224x560w1-56-80,main$async_dispatch_0_matmul_transpose_b_1x224x560_f64,30767,332505,1,224,560,1,56,80
1x224x720w1-56-80,main$async_dispatch_0_matmul_transpose_b_1x224x720_f64,39267,340145,1,224,720,1,56,80
1x280x80w1-56-80,main$async_dispatch_0_matmul_transpose_b_1x280x80_f64,6451,311057,1,280,80,1,56,80
1x280x240w1-56-80,main$async_dispatch_0_matmul_transpose_b_1x280x240_f64,16313,320781,1,280,240,1,56,80
1x280x400w1-56-80,main$async_dispatch_0_matmul_transpose_b_1x280x400_f64,26910,330292,1,280,400,1,56,80
1x280x560w1-56-80,main$async_dispatch_0_matmul_transpose_b_1x280x560_f64,37243,341262,1,280,560,1,56,80
1x280x720w1-56-80,main$async_dispatch_0_matmul_transpose_b_1x280x720_f64,47106,352419,1,280,720,1,56,80
1x336x80w1-56-80,main$async_dispatch_0_matmul_transpose_b_1x336x80_f64,7347,314535,1,336,80,1,56,80
1x336x240w1-56-80,main$async_dispatch_0_matmul_transpose_b_1x336x240_f64,19521,327601,1,336,240,1,56,80
1x336x400w1-56-80,main$async_dispatch_0_matmul_transpose_b_1x336x400_f64,31912,337569,1,336,400,1,56,80
1x336x560w1-56-80,main$async_dispatch_0_matmul_transpose_b_1x336x560_f64,43358,349459,1,336,560,1,56,80
1x336x720w1-56-80,main$async_dispatch_0_matmul_transpose_b_1x336x720_f64,55498,360671,1,336,720,1,56,80
1x392x80w1-56-80,main$async_dispatch_0_matmul_transpose_b_1x392x80_f64,8477,317814,1,392,80,1,56,80
1x392x240w1-56-80,main$async_dispatch_0_matmul_transpose_b_1x392x240_f64,22264,332051,1,392,240,1,56,80
1x392x400w1-56-80,main$async_dispatch_0_matmul_transpose_b_1x392x400_f64,36509,345068,1,392,400,1,56,80
1x392x560w1-56-80,main$async_dispatch_0_matmul_transpose_b_1x392x560_f64,50102,359753,1,392,560,1,56,80
1x392x720w1-56-80,main$async_dispatch_0_matmul_transpose_b_1x392x720_f64,64145,373753,1,392,720,1,56,80
1x448x80w1-56-80,main$async_dispatch_0_matmul_transpose_b_1x448x80_f64,9685,320300,1,448,80,1,56,80
1x448x240w1-56-80,main$async_dispatch_0_matmul_transpose_b_1x448x240_f64,25135,336299,1,448,240,1,56,80
1x448x400w1-56-80,main$async_dispatch_0_matmul_transpose_b_1x448x400_f64,41387,353394,1,448,400,1,56,80
1x448x560w1-56-80,main$async_dispatch_0_matmul_transpose_b_1x448x560_f64,56758,368463,1,448,560,1,56,80
1x448x720w1-56-80,main$async_dispatch_0_matmul_transpose_b_1x448x720_f64,72681,383797,1,448,720,1,56,80
1x504x80w1-56-80,main$async_dispatch_0_matmul_transpose_b_1x504x80_f64,10474,324107,1,504,80,1,56,80
1x504x240w1-56-80,main$async_dispatch_0_matmul_transpose_b_1x504x240_f64,28316,342201,1,504,240,1,56,80
1x504x400w1-56-80,main$async_dispatch_0_matmul_transpose_b_1x504x400_f64,45458,360667,1,504,400,1,56,80
1x504x560w1-56-80,main$async_dispatch_0_matmul_transpose_b_1x504x560_f64,63178,377029,1,504,560,1,56,80
1x504x720w1-56-80,main$async_dispatch_0_matmul_transpose_b_1x504x720_f64,80918,394769,1,504,720,1,56,80
1x56x85w1-56-85,main$async_dispatch_0_matmul_transpose_b_1x56x85_f64,1851,295872,1,56,85,1,56,85
1x56x255w1-56-85,main$async_dispatch_0_matmul_transpose_b_1x56x255_f64,3913,296980,1,56,255,1,56,85
1x56x425w1-56-85,main$async_dispatch_0_matmul_transpose_b_1x56x425_f64,5809,299208,1,56,425,1,56,85
1x56x595w1-56-85,main$async_dispatch_0_matmul_transpose_b_1x56x595_f64,7708,300450,1,56,595,1,56,85
1x56x765w1-56-85,main$async_dispatch_0_matmul_transpose_b_1x56x765_f64,9537,304116,1,56,765,1,56,85
1x112x85w1-56-85,main$async_dispatch_0_matmul_transpose_b_1x112x85_f64,3128,299759,1,112,85,1,56,85
1x112x255w1-56-85,main$async_dispatch_0_matmul_transpose_b_1x112x255_f64,7638,304271,1,112,255,1,56,85
1x112x425w1-56-85,main$async_dispatch_0_matmul_transpose_b_1x112x425_f64,12454,308612,1,112,425,1,56,85
1x112x595w1-56-85,main$async_dispatch_0_matmul_transpose_b_1x112x595_f64,17025,313688,1,112,595,1,56,85
1x112x765w1-56-85,main$async_dispatch_0_matmul_transpose_b_1x112x765_f64,21627,316777,1,112,765,1,56,85
1x168x85w1-56-85,main$async_dispatch_0_matmul_transpose_b_1x168x85_f64,21627,316777,1,168,85,1,56,85
1x168x255w1-56-85,main$async_dispatch_0_matmul_transpose_b_1x168x255_f64,10424,309425,1,168,255,1,56,85
1x168x425w1-56-85,main$async_dispatch_0_matmul_transpose_b_1x168x425_f64,16979,316579,1,168,425,1,56,85
1x168x595w1-56-85,main$async_dispatch_0_matmul_transpose_b_1x168x595_f64,23498,322235,1,168,595,1,56,85
1x168x765w1-56-85,main$async_dispatch_0_matmul_transpose_b_1x168x765_f64,29892,328190,1,168,765,1,56,85
1x224x85w1-56-85,main$async_dispatch_0_matmul_transpose_b_1x224x85_f64,5041,306379,1,224,85,1,56,85
1x224x255w1-56-85,main$async_dispatch_0_matmul_transpose_b_1x224x255_f64,13139,315230,1,224,255,1,56,85
1x224x425w1-56-85,main$async_dispatch_0_matmul_transpose_b_1x224x425_f64,21511,322454,1,224,425,1,56,85
1x224x595w1-56-85,main$async_dispatch_0_matmul_transpose_b_1x224x595_f64,29831,330698,1,224,595,1,56,85
1x224x765w1-56-85,main$async_dispatch_0_matmul_transpose_b_1x224x765_f64,38083,339143,1,224,765,1,56,85
1x280x85w1-56-85,main$async_dispatch_0_matmul_transpose_b_1x280x85_f64,6099,309522,1,280,85,1,56,85
1x280x255w1-56-85,main$async_dispatch_0_matmul_transpose_b_1x280x255_f64,16024,319760,1,280,255,1,56,85
1x280x425w1-56-85,main$async_dispatch_0_matmul_transpose_b_1x280x425_f64,26123,329543,1,280,425,1,56,85
1x280x595w1-56-85,main$async_dispatch_0_matmul_transpose_b_1x280x595_f64,36144,339020,1,280,595,1,56,85
1x280x765w1-56-85,main$async_dispatch_0_matmul_transpose_b_1x280x765_f64,46036,350484,1,280,765,1,56,85
1x336x85w1-56-85,main$async_dispatch_0_matmul_transpose_b_1x336x85_f64,7087,313230,1,336,85,1,56,85
1x336x255w1-56-85,main$async_dispatch_0_matmul_transpose_b_1x336x255_f64,7087,313230,1,336,255,1,56,85
1x336x425w1-56-85,main$async_dispatch_0_matmul_transpose_b_1x336x425_f64,30633,338090,1,336,425,1,56,85
1x336x595w1-56-85,main$async_dispatch_0_matmul_transpose_b_1x336x595_f64,42055,348832,1,336,595,1,56,85
1x336x765w1-56-85,main$async_dispatch_0_matmul_transpose_b_1x336x765_f64,53956,360643,1,336,765,1,56,85
1x392x85w1-56-85,main$async_dispatch_0_matmul_transpose_b_1x392x85_f64,7987,315531,1,392,85,1,56,85
1x392x255w1-56-85,main$async_dispatch_0_matmul_transpose_b_1x392x255_f64,21395,329862,1,392,255,1,56,85
1x392x425w1-56-85,main$async_dispatch_0_matmul_transpose_b_1x392x425_f64,35095,343904,1,392,425,1,56,85
1x392x595w1-56-85,main$async_dispatch_0_matmul_transpose_b_1x392x595_f64,48616,356884,1,392,595,1,56,85
1x392x765w1-56-85,main$async_dispatch_0_matmul_transpose_b_1x392x765_f64,62373,370992,1,392,765,1,56,85
1x448x85w1-56-85,main$async_dispatch_0_matmul_transpose_b_1x448x85_f64,9197,320379,1,448,85,1,56,85
1x448x255w1-56-85,main$async_dispatch_0_matmul_transpose_b_1x448x255_f64,24280,335829,1,448,255,1,56,85
1x448x425w1-56-85,main$async_dispatch_0_matmul_transpose_b_1x448x425_f64,39717,351197,1,448,425,1,56,85
1x448x595w1-56-85,main$async_dispatch_0_matmul_transpose_b_1x448x595_f64,54861,366688,1,448,595,1,56,85
